,id,publishedAt,title,companyName,postedTime,applicationsCount,description,contractType,experienceLevel,workType,sector,companyId,city,state,recently_posted_jobs
114,3805677261,2024-01-16,Data Scientist,LTIMindtree,2 weeks ago,57.0,"LTIMindtree is a global technology consulting and digital solutions company that enables enterprises across industries to reimagine business models, accelerate innovation, and maximize growth by harnessing digital technologies. As a digital transformation partner to more than 750 clients, LTIMindtree brings extensive domain and technology expertise to help drive superior competitive differentiation, customer experiences, and business outcomes in a converging world.




Job Details-

Location - Bangalore / Hyderabad

Experience - 6 to 8 Yrs




Mandatory Skills-

AI/ML / Python / Bigquery / Dataflow / Composer / Pubsub / Dataproc / GCS/ BigTable / GCP data components / BqML / Bigquery AutoML / Vertex AI




Good to have Skills-

Strong working experience on one or more of the Bigdata/Hadoop distributions(or ecosystems)/Databrics/Pyspark/ ETL Data Modelling/Data Analytics/Data Security/Data Governance/Data Compliance




Job Summary:




 * Design and implement AI/ML models and solutions using Google Cloud Platform technologies, including Vertex AI, TensorFlow, PyTorch and Cloud TPUs.
 * Design and implement AI/ML models.
 * Develop a deep understanding of generative AI models and techniques, such as Text-to-Speech.
 * Build and evaluate AI models for various applications, such as content creation, and design automation, Cloud Vision AI, Natural Language AI.
 * Write and maintain high-quality Python code that is efficient, scalable, and well-documented.
 * Collaborate with other engineers, researchers, and product managers to define requirements, brainstorm solutions, and iterate on designs.
 * Contribute to the development of internal tools and infrastructure for AI/ML development and research.
 * Stay up-to-date on the latest advancements in AI/ML research and development.
 * Understanding of AI Chatbots and document search.
 * Understanding of MLOps.
 * Understanding of supervised learning, unsupervised learning, Video analytics, Image analytics, NLP and so on.
 * Understanding of exploratory data analysis, descriptive analytics, prescriptive analytics, predictive analytics and so on.

",Full-time,Mid-Senior level,Information Technology,IT Services and IT Consulting,86813252,Bangalore Urban,Karnataka,No
115,3815659864,,Data Scientist,LTIMindtree,19 hours ago,200.0,"PFB JD- Data Scientist




- More than 5 years of experience in Data Engineering, Data Science and AI / ML domain

- Excellent understanding of machine learning techniques and algorithms, such as GPTs, CNN, RNN, k-NN, Naive Bayes, SVM, Decision Forests, etc.

- Experience using business intelligence tools (e.g. Tableau, PowerBI) and data frameworks (e.g. Hadoop)

- Experience in Cloud native skills.

- Knowledge of SQL and Python; familiarity with Scala, Java or C++ is an asset

- Analytical mind and business acumen and Strong math skills (e.g. statistics, algebra)

- Experience with common data science toolkits, such as TensorFlow, KERAs, PyTorch, PANDAs, Microsoft CNTK, NumPy etc. Deep expertise in at least one of these is highly desirable.

- Experience with NLP, NLG and Large Language Models like – BERT, LLaMa, LaMDA, GPT, BLOOM, PaLM, DALL-E, etc.

- Great communication and presentation skills. Should have experience in working in a fast-paced team culture.

- Experience with AIML and Big Data technologies like – AWS SageMaker, Azure Cognitive Services, Google Colab, Jupyter Notebook, Hadoop, PySpark, HIVE, AWS EMR etc.

- Experience with NoSQL databases, such as MongoDB, Cassandra, HBase, Vector databases

- Good understanding of applied statistics skills, such as distributions, statistical testing, regression, etc.

- Should be a data-oriented person with analytical mind and business acumen

",Full-time,Mid-Senior level,Information Technology,IT Services and IT Consulting,86813252,Mumbai,Maharashtra,Yes
116,3809658209,2024-01-24,Data Scientist,Spinny,1 week ago,200.0,"Spinny is looking for experienced Data Scientists to build Data Driven solutions and contribute to improving Customer Experience and Business Goals. We would be working on Pricing Systems, Recommendation Systems, Optimization problems, Personalization using AI/ML, and utilizing experimentation platforms with click stream data, customer data, transaction data and field data.




We are highly focused on utilizing data in all our business and product decision-making. We want to have an agile approach and move faster, try out new things to grow, and remove human dependency to remove subjectivity. If working in exciting environment alongside smart individuals and a highly motivated environment this is the place to be.




Responsibilities:

 * Build and deploy state of the art ML/deep learning models for use cases in car buying and selling.
 * End-to-end responsibility for complex applied DS projects.
 * Discuss with stakeholders at various stages of project, to select appropriate model form, to set up appropriate A/B experimentation framework.
 * Work with high volume click stream e-commerce data.
 * Build and own robust model infrastructure pipelines and APIs
 * Propose solutions and strategies to business challenges
 * Collaborate with engineering and product development teams.
 * Opportunity to be at the top of the best solutioning to transform the User Car Buying and selling process in India




Requirements:

 * 2-5 years of working experience in Data Science (We're open to hiring at a Senior level as well for people coming in with more experience)
 * Strong Python programming skills.
 * End to end experience of training and deploying machine learning models.
 * Strong machine learning and statistical foundation.
 * Strong problem solving and conceptual thinking abilities.
 * Ability to work in a fast-paced and deadline driven environment.
 * Experience using business intelligence tools (e. g. Tableau) and data frameworks (e. g. Hadoop, Spark, AWS/Athena Redshift)
 * B. Tech/M. Tech in Computer Science Engineering or relevant field from a Tier I institute; Post graduate degree in Data Science or other quantitative field is preferred",Full-time,Associate,"Engineering, Information Technology, and Other","Software Development and Technology, Information and Internet",9329072,Gurugram,Haryana,Yes
117,3809364262,2024-01-18,Data Scientist,Fusemachines,2 weeks ago,33.0,"About Fusemachines

Fusemachines is a leading AI strategy, talent, and education services provider. Founded by Sameer Maskey Ph.D., Adjunct Associate Professor at Columbia University, Fusemachines has a core mission of democratizing AI. With a presence in 4 countries (Nepal, the United States, Canada, and the Dominican Republic and more than 400 full-time employees) Fusemachines seeks to bring its global expertise in AI to transform companies around the world.

About the Role:

We are seeking a Data Scientist with hands-on Python experience and proven abilities to

support software activities in an Agile software development lifecycle. We are seeking a well- rounded developer to lead a cloud based big data application using a variety of technologies.

The ideal candidate will possess strong technical, analytical, and interpersonal skills. In

addition, the candidate will lead developers on the team to achieve architecture and design objectives as agreed with stakeholders.

This is a remote, contract-based role.

Responsibilities:


 * Work with developers on the team to meet product deliverables.
 * Coach developers on the team to develop scalable implementation.
 * Must have the ability to convert legacy SAS and SPSS code to Python or R-code.
 * Work independently and collaboratively on a multi-disciplined project team in an Agile development environment.
 * Contribute detailed design and architectural discussions as well as customer requirements sessions to support the implementation of code and procedures for our big data product.
 * Design and develop clear and maintainable code with automated open-source test functions such as Pytest, unittest, etc.
 * Lead developers on the team to meet product deliverables.
 * Ability to identify and solve for code/design optimization.
 * Learn and integrate with a variety of systems, APIs, and platforms.
 * Interact with a multi-disciplined team to clarify, analyze, and assess requirements.
 * Be actively involved in the design, development, and testing activities in big data applications.
   
   

Requirements:


 * Minimum of 3+ yrs of hands-on experience Python and Pyspark, Jupyter Notebooks,
 * Python environment controllers such as Poetry or PipEnv.
 * The ability to convert SAS and SPSS to Python.
 * Ability and desire to learn Julia and R-Code to convert legacy programs to Python and Spark for maintainability.
 * Familiarity with Databricks. Azure Databricks is a plus.
 * Familiarity with data cleansing, transformation, and validation.
 * Proven technical leadership on prior development projects.
 * Hands-on experience with a code versioning tool such as GitHub, Azure Devops, Bitbucket, etc.
 * Hands-on experience building pipelines in GitHub (or Azure Devops, Jenkins, etc.)
 * Hands-on experience with Spark.
 * Hands-on experience using Relational Databases, such as Oracle, SQL Server, MySQL, Postgres or similar.
 * Experience using Markdown to document code in repositories or automated documentation tools like PyDoc.
 * Strong written and verbal communication skills.
 * Self-motivated and ability to work well in a team.
   
   

Nice to Have:


 * Experience with data visualization tools such as Power BI or Tableau.
 * Experience with DEVOPS CI/CD tools and automation processes (e.g., Azure DevOPS, GitHub, BitBucket).
 * Containers and their environments (Docker, Podman, Docker-Compose, Kubernetes, Minikube, Kind, etc.)
 * Experience with Azure Cloud Services and Azure Data Factory.
   
   

Education:

Bachelor of Science degree from an accredited university

Equal Opportunity Employer: Race, Color, Religion, Sex, Sexual Orientation, Gender Identity, National Origin, Age, Genetic Information, Disability, Protected Veteran Status, or any other legally protected group status.

Powered by JazzHR

eahUGeq9l9",Contract,Mid-Senior level,Engineering and Information Technology,Internet Publishing,2920773,Pune,Maharashtra,No
118,3796389529,2024-01-08,Data Scientist,Infosys Finacle,3 weeks ago,200.0,"Finacle is a flagship Banking Product from Infosys. We are looking for talents for our Product R&D team to work on ever evolving Banking Platform.




Data is one of the most valuable assets a business can have and potentially has a tremendous impact on its long-term success. Here is the opportunity for you to be the bridge between business and data. As a Data Scientist you can dive deep into gigantic data from multiple sources and build smart data driven solutions that change the face of your organization and define the industry.




Requirements-




 * Minimum 5+ years of Experience required
 * Excellent analytical and problem-solving skills
 * Experience using statistical computer languages (Python, SLQ, etc.) to manipulate data and draw insights from large data sets.
 * Knowledge of advanced statistical techniques and concepts (regression, properties of distributions, statistical tests and proper usage, etc.) and experience with applications
 * Experience creating and using advanced machine learning algorithms and statistics: regression, simulation, scenario analysis, modeling, clustering, decision trees, neural networks
 * Should be able to host the models and make them api convertible.
 * Good communication and presentation skills in order to explain your work to people who don't understand the mechanics behind data analysis




Responsibilities-




 * Working on Cutting Edge AI solutions in partnership with best of business in the industry.
 * Propose innovate solutions and adopt quickly to dynamic learning environment.
 * Build AI algorithms and design experiments to merge, manage, interrogate and extract data to supply tailored reports to colleagues, customers or the wider organization
 * Use predictive modeling to increase and optimize customer experiences, revenue generation, ad targeting and other business outcomes.
 * Bring about Explainable and Responsible AI.
 * Conduct research from which you'll develop prototypes and proof of concepts
 * Look for opportunities to use insights/datasets/code/models across other functions in the organization
 * Stay curious and enthusiastic about using algorithms to solve problems and enthuse others to see the benefit of your work.
 * Move fast, Break things, Learn, Make History, Stay Curious.







Interview Process- Online test followed by 2 rounds of interview.",Full-time,Mid-Senior level,Engineering and Information Technology,Software Development,67254931,Chennai,Tamil Nadu,No
119,3816735526,2024-01-30,Data Scientist,Joveo,3 days ago,200.0,"About Joveo




Joveo was founded in 2017 by a group of visionary entrepreneurs and enthusiastic problem solvers who foresaw the need for greater transparency and predictability in recruitment marketing. The focus was on building a cutting-edge technology platform that uses data and machine learning to enable employers, staffing agencies, RPOs, advertising agencies, and job sites to address this need better and more cost-effectively.



We're the global leader in programmatic job advertising driving next-gen recruitment technology solutions for employers around the world. Harnessing machine learning and industry expertise, our platform delivers the most relevant candidates in the shortest time, giving our customers a competitive edge. Backed by marquee investors like Nexus Ventures Partners, Joveo has been featured in Inc. Magazine’s List of America’s Fastest-Growing Private Companies 2023.



JOVEO stands for a job for everyone. That's our mission - to deliver the right job to everyone in the world. Powering more than twenty million jobs every day, we're changing the way recruitment media buying is done. This has never been more important. It’s not just about talent deployment – it’s about saving lives and families!




Responsibilities:

 * Act as an independent contributor, addressing real-world challenges by leveraging state-of-the-art capabilities and emerging technologies like LLM/GenAI/GPT.
 * Utilize extensive expertise in machine learning, statistics, and advanced mathematics to conceive, experiment, and design intelligent systems powered by GenAI.
 * Define pertinent performance metrics that accurately measure the value delivered to end-users through GenAI solutions.
 * Take charge of the entire ML pipeline, overseeing data pre-processing, model generation, cross-validation, and feedback sharing.
 * Provide advanced Data Science solutions to businesses through successful proof-of-concept implementations, facilitating the smooth transition of concepts into production.
 * Stay updated on the latest developments in Data Science, Machine Learning, and AI, offering insights on how Joveo can leverage these advancements.




Qualifications:

 * 1-3 years of experience in developing, testing, and deploying Python-based applications on Azure/AWS platforms.
 * Demonstrated success in deploying ML projects within production systems, showcasing substantial individual contributions.
 * Expertise in data science models, including regression, classification, clustering, forecasting, recommender systems, NLP, computer vision, and others, spanning both basic ML models and deep learning models.
 * Familiarity with graph models and graph query languages.
 * Good understanding of Large Language Models.
 * Knowledge of Gen AI development tools and systems such as Hugging Face, Pinecone, LangChain, TensorFlow, and Torch.
 * Proficiency in database systems and schema design, covering both SQL and NoSQL databases.
 * Experience with big data platforms like Hadoop (Hive, Pig, Map Reduce, HQL), Spark is an added advantage.

",Full-time,Associate,Engineering,Software Development,6820764,Bangalore Urban,Karnataka,Yes
120,3802293914,2024-02-01,"Data Scientist, Research, Search",Google,1 day ago,200.0,"Minimum qualifications:


 * Master's degree in Statistics or Economics, a related field, or equivalent practical experience.
 * 6 years of experience as a statistician, computational biologist, bioinformatician, data scientist, or product analyst.
 * Experience with statistical software (e.g., SQL, R, Python, MATLAB, pandas) and database languages along with Statistical Analysis, Modeling and Inference.
 * Experience with statistical data analysis such as linear models, multivariate analysis, causal inference, or sampling methods.
   
   

Preferred qualifications:


 * Experience in selecting the right statistical tools given a data analysis problem.
 * Experience articulating business questions and using mathematical techniques to arrive at an answer using available data.
 * Experience translating analysis results into business recommendations.
 * Experience in understanding potential outcomes framework and have familiarity with causal inference methods (e.g., split-testing, instrumental variables, difference-in-difference methods, fixed effects regression, panel data models, regression discontinuity, matching estimators).
 * Knowledge of structural econometric methods.
   
   

About The Job

At Google, data drives all of our decision-making. Quantitative Analysts work all across the organization to help shape Google's business and technical strategies by processing, analyzing and interpreting huge data sets. Using analytical excellence and statistical methods, you mine through data to identify opportunities for Google and our clients to operate more efficiently, from enhancing advertising efficacy to network infrastructure optimization to studying user behavior. As an analyst, you do more than just crunch the numbers. You work with Engineers, Product Managers, Sales Associates and Marketing teams to adjust Google's practices according to your findings. Identifying the problem is only half the job; you also figure out the solution.

In Google Search, we're reimagining what it means to search for information – any way and anywhere. To do that, we need to solve complex engineering challenges and expand our infrastructure, while maintaining a universally accessible and useful experience that people around the world rely on. In joining the Search team, you'll have an opportunity to make an impact on billions of people globally.

Responsibilities


 * Work with large, complex data sets. Solve difficult, non-routine analysis problems, applying advanced methods as needed. Conduct analysis that includes data gathering and requirements specification, processing, analysis, ongoing deliverables, and presentations.
 * Build and prototype analysis pipelines iteratively to provide insights at scale. Develop comprehensive understanding of Google data structures and metrics, advocating for changes where needed for both products development and business activity.
 * Interact cross-functionally with a wide variety of people and teams. Work closely with engineers to identify opportunities for, design, and assess improvements to google products.
 * Make business recommendations (e.g., cost-benefit, forecasting, experiment analysis) with effective presentations of findings at multiple levels of stakeholders through visual displays of quantitative information.
 * Research and develop analysis, forecasting, and optimization methods to improve the quality of Google's user-facing products.
   
   
   

Google is proud to be an equal opportunity workplace and is an affirmative action employer. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or Veteran status. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. See also Google's EEO Policy and EEO is the Law. If you have a disability or special need that requires accommodation, please let us know by completing our Accommodations for Applicants form .",Full-time,Not Applicable,"General Business, Strategy/Planning, and Consulting","Information Services and Technology, Information and Internet",1441,Bengaluru,Karnataka,Yes
121,3803884544,2024-01-12,Data Scientist,Tietoevry,3 weeks ago,200.0,"Data Scientist

Location: Bangalore

Experience Range 6 - 8 Years




Job Description

About Us

EVRY India and EVRY USA are wholly owned subsidiaries of Tietoevry, a leading digital services and software company headquartered in Finland with annual revenues of around USD 3.3 billion. Tietoevry employs around 24,000 experts globally and is recognized as the #1 IT services and #1 financial services company in the Nordics. Tietoevry serves thousands of enterprises and public sector customers in more than 90 countries. We foster a culture of continuous learning and focus on helping our customers in accelerating their digital journey to scale business advantage. Be it talent, speed to market, innovation, or cross-pollination of ideas across markets, Tietoevry leverages USA and India operations to compete locally as well as globally.




About EVRY USA

EVRY USA delivers IT services to a wide range of customers in the USA through its global delivery centers and India offices (EVRY India) in Bangalore & and Chandigarh, India. We offer a comprehensive IT services portfolio and drive digital transformation across Banking and Financial Services, Insurance, Healthcare, Retail and logistics, and Energy, Utilities, and Manufacturing sectors. EVRY India's process and project maturity are very high — the two offshore development centers in India are appraised at CMMI DEV Maturity Level 5 & and CMMI SVC Maturity Level 5 and certified under ISO 9001:2015 & ISO/IEC 27001:2013




Roles and Responsibility

Key Responsibilities:



 * Experience in Machine Learning, supervised and unsupervised: - Forecasting, Classification, Regression, Text Mining, NLP, Decision Trees, Adaptive Decision Algorithms, Random Forest, Search Algorithms, Gradient algorithms etc
 * Exposure to Neural Networks/Deep Learning Algorithms
 * Good understanding of basic statistical techniques QC tools, ANOVA, Hypothesis, Chi Square tests
 * Experience with Gen AI.
 * Strong in Python, analytical packages/libraries like Pandas, Scikit-learn, Seaborn, matplotlib, numpy etc)
 * Working knowledge of PySpark
 * Experience developing models in Azure ML and Azure Databricks
 * Using innovative ideas to collect, curate or synthesize data.
 * Familiarity with machine learning frameworks (like Keras or TensorFlow)
 * Very good knowledge on SQL-Joins, indexing, rank vs. dense rank, row number, stored procs, triggers, views, functions etc
 * Proficient in SQL and Snowflake
 * Optimize the solution for accuracy and performance.
 * Hands on Experience creating and deploying ML models.
 * Must be a self-starter with the ability to manage their own work.
 * Demonstrated history of successful ML projects
 * Good communication skills and team player

",Full-time,Mid-Senior level,Information Technology,IT Services and IT Consulting,40669199,Bengaluru,Karnataka,No
122,3794657282,2024-01-05,Data Scientist - Image Processing,Philips,4 weeks ago,200.0,"Specialization (hands-on work) in some of the following tools, packages, technical areas and modeling techniques:

 * Keras, Tensorflow, Pytorch, Scikit-learn, Scikit-image, OpenCV, pydicom
 * Matlab, python, R, Java/C/C++
 * Convolution Neural Networks, other statistical modeling & classification approaches (regression, SVM, PCA)
 * Opensource medical image visualization and segmentation tools like ITK, VTK
 * Medical image pre-processing techniques such as gain/offset correction, defect correction, EMI/EMC correction, grid correction and calibration depending on detector physics. Knowledge of overall IQ (image quality) analysis of diagnostic X-ray images is a plus.
 * Medical image post-processing techniques such as noise reduction, contrast enhancement, bone suppression, stitching, ranging. Knowledge of overall IQ (image quality) analysis of diagnostic X-ray images is a plus.

",Full-time,Mid-Senior level,Information Technology and Engineering,Hospitals and Health Care,1090,Bengaluru,Karnataka,No
123,3803046910,2024-01-16,Data Scientist,SLB,2 weeks ago,96.0,"About us







We are a global technology company, driving energy innovation for a balanced planet.

Together, we create amazing technology that unlocks access to energy for the benefit of all.

Our inclusive culture is the key to our success. We collaborate with our internal community of colleagues, alumni, and our valued external partners to support each other and achieve our goals. We aim to raise the bar high. We look for people who are committed to innovation and success and act with integrity to become and be a part of one of the most diverse group of experts in our industry, anywhere around the globe.

Global in outlook, local in practice – and with a united, shared passion for discovering solutions, we hire talented, driven people and support them to succeed, personally and professionally.







About role






We are looking for data scientists in the PuTC Data Science team. The Data Scientists will be responsible for designing and executing undirected research and tackling open-ended data problems related to oil and gas domain using advanced techniques in AI (Artificial Intelligence), ML (Machine learning), DL (deep learning) etc. The data scientists will be working with very complex and large data sets. The individual will be responsible for collaborating with various cross functional teams and providing periodic updates through presentations and prototype demonstrations. The role will require working on multiple projects simultaneously.




Responsibilities




 * Assimilate next-generation technologies for data-driven solutions in oil and gas domain
 * Generate innovative ideas, establish new research directions, and shape and execute on research projects
 * Apply engineering knowledge in developing data-driven algorithms and prototypes for classification, regression, anomaly detection, failure prediction, and optimization
 * Collaborate with business and engineering teams to implement robust and scalable industrial software solutions
 * Contribute to technical discussions and undertake reviews of different projects as an expert
 * Communicate ideas, plans, and results effectively to different stake holders
 * Participate in technical forums and other appropriate events and conferences







Qualifications and Requirements




 * M.S/MTech/PhD in computer science, mathematics, physics, applied sciences, engineering or similar disciplines with demonstrated algorithm development capability.
 * Experience required - 5-10 years
 * Proven experience in developing core machine learning algorithms in professional research and development settings
 * Strong knowledge of machine learning and deep learning algorithms and their applications to text analytics/NLP, computer vision, time series analysis. Familiarity with Pre-trained networks, Transformers/vision transformers.
 * Good background in Lin algebra/statistics
 * Excellent verbal and written communication skills
 * Exposure to the latest architecture in transformers and their applications will be a plus
 * Knowledge of developing deep learning models using TensorFlow, Keras, Pytorch, etc.will be useful
 * Knowledge of designing distributed and parallelized algorithms for ML applications will be a plus
 * Understanding and experience in Oil and Gas domain is a plus
 * Experience in processing and managing large data sets (TB scale) is preferred.
 * Track records of past publications in relevant topics is a plus
 * Immediate availability will be advantageous.







SLB is an equal employment opportunity employer. Qualified applicants are considered without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, age, disability, or other characteristics protected by law.",Full-time,Associate,Information Technology,Software Development and Oil and Gas,1468,Pune,Maharashtra,No
124,3817004185,2024-01-29,AI/ML Developer,Nexus Hire,4 days ago,200.0,"Developer with good knowledge of AI/ML model logic implementation and have worked on Generative AI. Users to upload product images, choose a background, place the product at any location on the background image, and generate a final composite image with shadows and reflections

Must Have

AI/ML: 3+ years

Past experience working on a similar project

Hands on Generative AI

Interview Process

1st round with the technical team followed by an assignment

2nd round to go over the assignment and final discussion

Skills: ml,artificial intelligence,image processing",Full-time,Associate,Engineering and Information Technology,Human Resources Services,92606401,India,,Yes
125,3593848833,2023-05-05,Machine Learning Engineer,YO HR Consultancy,9 months ago,51.0,"Experience : 3-5 years

Job Description -

Roles and Responsibilities


 * Build and integrate end-to-end lifecycles of large-scale, distributed machine learning systems using the latest open-source technologies
 * Improve distributed cloud GPU training approaches for deep learning model
 * Build software that improves your rate of experimentation and helps you make better decisions about what to try next
 * Train, evaluate, and debug deep learning models for complex tasks
 * Develop tools and services for improving ML systems beyond modeling choices
 * Data distribution editing, data quality improvements, and representation learning with self-supervision
 * Architect the end-to-end platform that supports MLOps
 * Collaborate with engineers across functions to solve complex data problems at scale
 * Identify and evaluate new patterns and technologies to improve the performance, maintainability, and elegance of our machine-learning systems
 * Lead technical projects to completion. Communicate with peers to build requirements and track progress
 * Mentor fellow engineers in your areas of expertise - Contribute to a team culture that values effective collaboration, technical perfection, and innovation
   
   

Requirements

Experience:


 * 3+ years of professional experience.
 * Proficiency with ML modeling frameworks (PyTorch, Tensorflow, etc.).
 * Experience in ML model serving (TorchServe, TensorFlow Serving, NVIDIA Triton inference server, etc.)
 * Familiarity with GPU computing.
 * Solid software engineering skills in complex, multi-language systems. Fluency in Python.
 * Building end-to-end data systems as an ML Engineer, Platform Engineer, or equivalent.
 * Experience working with cloud data processing technologies (AWS, Spark, Dask, ElasticSearch, Presto, SQL, etc.).
   
   

Competencies


 * Excellent debugging and critical thinking skills.
 * Excellent analytical and problem-solving skills.
 * Ability to work in a fast-paced, team-based environment.
   
   

Educational Qualifications


 * Bachelors, Master, or Ph.D. Degree in Computer Science/Machine Learning, SW Engineering.
   
   

Skills: python,machine learning,kubernates,pytorch,tensorflow",Full-time,Associate,Engineering and Information Technology,Business Consulting and Services,14394699,Bengaluru North,Karnataka,No
126,3818296447,2024-01-31,AI ENGINEER,Nexus Hire,2 days ago,151.0,"Key Qualifications:


 * Proficiency in Python programming.
 * Expertise in Langchain for advanced API interactions and large-scale data processing.
 * In-depth knowledge of Hugging Face's transformer models and libraries. - Experience in
   
   

developing and deploying applications with FastAPI.


 * Specialized understanding of Generative Large Language Models (LLMs) and their
   
   

applications. Responsibilities: Generative AI/ML & LLM

Expertise:


 * Employ Langchain for sophisticated API interactions and to process large datasets.
 * Interpret flowcharts to understand and design AI-driven workflows.
 * Integrate Hugging Face and other generative AI models into various applications.
 * Apply concepts of Chain of Thought (COT), Tree of Thought (TOT), and ReAct (Response & Act)
   
   

agents in generative tasks.


 * Understand and implement machine learning and generative modeling techniques!
 * Utilize different prompting strategies to effectively communicate with generative AI models.
 * Develop causal inference models to understand data relationships and generate predictive
   
   

insights.


 * Leverage LLMs for analyzing log data, code review, correction, and generation.
 * Extract insights from structured data sources like Excel, BigQuery, and SQL using generative
   
   

models.


 * Integrate LLMs into API functions for enhanced interactivity and automation in tasks such as
   
   

form-filling.


 * Expose models like LLama2 as APIs for broader application use.
 * Ensure the security and integrity of prompts and input data in generative AI applications.
   
   

Python Development:


 * Establish connections to diverse data sources using Python.
 * Construct robust APIs with Python and FastAPI.
 * Utilize data processing libraries such as NLTK and Pandas for pre-processing tasks.
 * Develop graph and clustering models to understand complex data relationships.
 * Package code for deployment, ensuring it is optimized for production environments. Google
   
   

Cloud Platform (GCP)

Expertise:


 * Manage GCP services including BigQuery, Cloud Functions, Vertex AI, Model Garden, and GCS
   
   

buckets.


 * Deploy and orchestrate containerized applications with Docker and Google Kubernetes Engine
   
   

(GKE).


 * Design, implement, and maintain data workflows with Airflow pipelines and Scheduler.
 * Establish monitoring and alerting systems to maintain high availability and performance.
 * Administer IAM roles and permissions to ensure secure cloud operations.
   
   

Skills: data,ml,api,cloud",Full-time,Mid-Senior level,Engineering and Information Technology,Human Resources Services,92606401,Pune,Maharashtra,Yes
127,3787155611,2023-12-07,AI and Machine Learning Engineer,Liangtuang Technologies,1 month ago,200.0,"Company Overview

Liangtuang Technologies is a leading technology company operating in the None industry. We specialize in AI and Machine Learning.

Role And Responsibilities

As an AI and Machine Learning Engineer, your role will involve:


 * Developing and implementing AI and machine learning models to solve complex business problems
 * Working with large datasets and utilizing statistical analysis and data visualization techniques
 * Collaborating with cross-functional teams to integrate AI solutions into existing systems
 * Optimizing and fine-tuning AI models to improve accuracy and performance
 * Staying updated with the latest advancements in AI and machine learning technologies
   
   

Candidate Qualifications

To qualify for this position, you should have:


 * A minimum of 1 year of experience in AI and machine learning
 * Strong knowledge of Python programming
 * Familiarity with AI, machine learning, Natural Language Processing (NLP), and deep learning concepts
 * Experience with popular AI libraries and frameworks such as TensorFlow, PyTorch, Keras, OpenCV, or Scikit-learn
 * The ability to clean, preprocess, and analyze data for AI model training
 * Experience in deploying AI models in production environments is a plus
   
   

Required Skills


 * Python programming
 * AI
 * Machine learning
 * Natural Language Processing (NLP)
 * Deep learning
   
   

Skills: opencv,artificial intelligence,machine learning,nlp,tensorflow,algorithm,natural language processing (nlp),scikit-learn,keras,python,ai,python programming,deep learning,pytorch",Full-time,Associate,Engineering and Information Technology,IT Services and IT Consulting,31073295,Greater Delhi Area,,No
128,3816858360,,Data Scientist,Plofold Technologies Pvt. Ltd.,7 minutes ago,25.0,"Company Description



Plofold Technologies Pvt. Ltd. is a forward-thinking digital agency based in Bengaluru, India. Plofold aims to enable seamless communication between brands, devices, and minds through the use of new age digital technologies. The company provides a comprehensive range of quality digital solutions to meet and exceed the requirements of its diverse range of clients within India and internationally.




Role Description



This is a full-time on-site role in Bengaluru for a Data Scientist. The Data Scientist will be responsible for day-to-day tasks associated with data science such as data analytics, data visualization, data analysis and statistical modeling. These tasks will involve identifying new opportunities, driving revenue for clients and helping them stand out from the crowd.




Qualifications



 * Data Science, Data Analytics, and Data Analysis skills
 * Experience with Statistical Modeling
 * Data Visualization skills
 * Programming skills in languages such as Python, SQL, and R
 * Experience with Big Data and Machine Learning technologies such as Hadoop, Apache Spark, and TensorFlow
 * Strong analytical and problem-solving skills
 * Excellent written and verbal communication skills
 * Bachelor's or Master's degree in Computer Science, Statistics, or a related field",,Full-time,,,10386659,Bengaluru,Karnataka,No
129,3820744691,,Python developer,deployd.io,9 hours ago,64.0,"Overview

The Python Developer plays a crucial role in our organization, contributing to the design, development, and maintenance of high-quality software solutions. This position is vital in ensuring that our systems and applications meet the needs of our clients and users.

Key Responsibilities


 * Developing and implementing scalable Python applications
 * Collaborating with cross-functional teams to define, design, and ship new features
 * Writing efficient, reusable, and testable code
 * Integrating user-facing elements using server-side logic
 * Building efficient data storage solutions
 * Designing and implementing low-latency, high-availability, and performant applications
 * Identifying and resolving performance and security issues
 * Participating in code reviews
 * Working on bug fixing and improving application performance
 * Staying updated with emerging technologies and industry trends
   
   

Required Qualifications


 * Bachelor's or Master's degree in Computer Science, Engineering, or a related field
 * Proven experience as a Python Developer or similar role
 * Strong understanding of object-oriented programming
 * Proficiency in Django, Flask, or other Python frameworks
 * Experience with relational databases such as PostgreSQL, MySQL, or Oracle
 * Understanding of front-end technologies, such as JavaScript, HTML5, and CSS3
 * Familiarity with code versioning tools, such as Git
 * Knowledge of building and consuming RESTful APIs
 * Ability to work in a collaborative team environment
 * Excellent communication and problem-solving skills
   
   

Skills: python,sql,git,flask",Full-time,Associate,Engineering and Information Technology,IT Services and IT Consulting,14597931,Bengaluru,Karnataka,Yes
